ID,Species,Animal_Class,WQ_Principles,WQ_Criteria,Welfare_Hazards_Animal,Welfare_Hazards_Consequences,Welfare_Hazards_Affective_States,Welfare_Hazards_Impact,Ease_of_Hazard_Mitigation,Welfare_Indicator,Indicator_Type,Indicator_Dimensions,Indicator_Ease,Indicator_Resources,Hazards_Source_1,Hazards_Source_2,Global_Usage,Norway_Usage
91,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Abrupt weaning from milk,Environmental stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,5,,R,N (research only)
91,Beef,Beef bulls,,,,,,,,,,,,,,,,
92,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Being tied up temporarily,Environmental stress,Fear,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
92,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
92,Beef,Beef calves,,,,,,,,,,,,,,,,
92,Beef,Beef bulls,,,,,,,,,,,,,,,,
93,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Being tied up temporarily,Environmental stress,Frustration,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
93,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
93,Beef,Beef calves,,,,,,,,,,,,,,,,
93,Beef,Beef bulls,,,,,,,,,,,,,,,,
94,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
94,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Being tied without exercise for long periods ,Environmental stress,Frustration,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
94,Beef,Beef calves,,,,,,,,,,,,,,,,
94,Beef,Beef bulls,,,,,,,,,,,,,,,,
95,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Excessive noise (constant or sudden),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,4,,R,N (research only)
95,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Excessive noise (constant or sudden),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,4,,R,N (research only)
95,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Excessive noise (constant or sudden),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,4,,R,N (research only)
95,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Excessive noise (constant or sudden),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,4,,R,N (research only)
96,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Fewer cubicles than cattle,Environmental stress,Frustration,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
96,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
96,Beef,Beef calves,,,,,,,,,,,,,,,,
96,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Fewer cubicles than cattle,Environmental stress,Frustration,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
97,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Inadequate bedding (cubicle/stall floor),Environmental stress,Fear,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
97,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Inadequate bedding (cubicle/stall floor),Environmental stress,Fear,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
97,Beef,Beef calves,,,,,,,,,,,,,,,,
97,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Inadequate bedding (cubicle/stall floor),Environmental stress,Fear,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
98,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Inadequate flooring in passageways and feeding areas,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
98,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
98,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Inadequate flooring in passageways and feeding areas,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
98,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Inadequate flooring in passageways and feeding areas,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
99,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Environmental stress,Frustration,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
99,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Environmental stress,Frustration,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
99,Beef,Beef calves,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Environmental stress,Frustration,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
99,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Environmental stress,Frustration,Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
100,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Environmental stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
100,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Environmental stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
100,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Environmental stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
100,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Environmental stress,Frustration,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
101,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
101,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
101,Beef,Beef calves,,,,,,,,,,,,,,,,
101,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Intensive finishing systems,Environmental stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
102,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor calving conditions (absence of pen),Environmental stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
102,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor calving conditions (absence of pen),Environmental stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
102,Beef,Beef calves,,,,,,,,,,,,,,,,
102,Beef,Beef bulls,,,,,,,,,,,,,,,,
103,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor calving conditions (absence of pen),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
103,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor calving conditions (absence of pen),Environmental stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
103,Beef,Beef calves,,,,,,,,,,,,,,,,
103,Beef,Beef bulls,,,,,,,,,,,,,,,,
104,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor calving conditions (pen design),Environmental stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
104,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor calving conditions (pen design),Environmental stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
104,Beef,Beef calves,,,,,,,,,,,,,,,,
104,Beef,Beef bulls,,,,,,,,,,,,,,,,
105,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor cubicle design,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
105,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
105,Beef,Beef calves,,,,,,,,,,,,,,,,
105,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Poor cubicle design,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
106,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
106,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor stall design / stall too small,Environmental stress,Fear,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
106,Beef,Beef calves,,,,,,,,,,,,,,,,
106,Beef,Beef bulls,,,,,,,,,,,,,,,,
107,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
107,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Use of cow trainers,Environmental stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
107,Beef,Beef calves,,,,,,,,,,,,,,,,
107,Beef,Beef bulls,,,,,,,,,,,,,,,,
108,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
108,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Being tied without exercise for long periods ,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
108,Beef,Beef calves,,,,,,,,,,,,,,,,
108,Beef,Beef bulls,,,,,,,,,,,,,,,,
109,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Continuous housing for long periods,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
109,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Continuous housing for long periods,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
109,Beef,Beef calves,,,,,,,,,,,,,,,,
109,Beef,Beef bulls,,,,,,,,,,,,,,,,
110,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Fewer cubicles than cattle,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
110,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
110,Beef,Beef calves,,,,,,,,,,,,,,,,
110,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Fewer cubicles than cattle,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
111,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Group (social) stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
111,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Group (social) stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
111,Beef,Beef calves,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Group (social) stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
111,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,"Insufficient access to water (broken system, poor management)",Group (social) stress,Di(stress),Low,Easy,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
112,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
112,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
112,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
112,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Insufficient access to water (inappropriate system design),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
113,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,3,,R,N (research only)
113,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,3,,R,N (research only)
113,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,3,,R,N (research only)
113,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Lack of facilities for sick animals,Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,3,,R,N (research only)
114,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Lack of space for exercise and social interactions,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
114,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
114,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Lack of space for exercise and social interactions,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
114,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Lack of space for exercise and social interactions,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
115,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Mixing animals from different groups,Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
115,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
115,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Mixing animals from different groups,Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
115,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Mixing animals from different groups,Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
116,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Mixing animals from different groups ,Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
116,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
116,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Mixing animals from different groups ,Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
116,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Mixing animals from different groups ,Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
117,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor calving conditions (pen design),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
117,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor calving conditions (pen design),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
117,Beef,Beef calves,,,,,,,,,,,,,,,,
117,Beef,Beef bulls,,,,,,,,,,,,,,,,
118,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor calving conditions (unable to separate from other animals),Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
118,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor calving conditions (unable to separate from other animals),Group (social) stress,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
118,Beef,Beef calves,,,,,,,,,,,,,,,,
118,Beef,Beef bulls,,,,,,,,,,,,,,,,
119,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Poor calving conditions (unable to separate from other animals),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
119,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Poor calving conditions (unable to separate from other animals),Group (social) stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
119,Beef,Beef calves,,,,,,,,,,,,,,,,
119,Beef,Beef bulls,,,,,,,,,,,,,,,,
120,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Too few feeding places indoors,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
120,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
120,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Too few feeding places indoors,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
120,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Too few feeding places indoors,Group (social) stress,Di(stress),Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
121,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
121,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
121,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Insufficient protection from weather,Heat stress,Di(stress),Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,,,R,N (research only)
121,Beef,Beef bulls,,,,,,,,,,,,,,,,
122,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
122,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
122,Beef,Beef calves,,,,,,,,,,,,,,,,
122,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Bulling/mounting behaviour,Inability to avoid unwanted sexual behaviour,Fear,Low,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,22,,R,N (research only)
123,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Too few feeding places indoors,Inability to chew and/or ruminate,Frustration,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
123,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
123,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Too few feeding places indoors,Inability to chew and/or ruminate,Frustration,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
123,Beef,Beef bulls,Appropiate behaviour,Positive emotional state,Too few feeding places indoors,Inability to chew and/or ruminate,Frustration,Low,Difficult,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,2,,R,N (research only)
124,Beef,Adults - Cubicles,Appropiate behaviour,Positive emotional state,Separation of cow and calf at weaning,Separation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,20,,R,N (research only)
124,Beef,Adults - Tie stalls,Appropiate behaviour,Positive emotional state,Separation of cow and calf at weaning,Separation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,20,,R,N (research only)
124,Beef,Beef calves,,,,,,,,,,,,,,,,
124,Beef,Beef bulls,,,,,,,,,,,,,,,,
125,Beef,Adults - Cubicles,,,,,,,,,,,,,,,,
125,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
125,Beef,Beef calves,Appropiate behaviour,Positive emotional state,Separation of cow and calf at weaning,Separation stress,Di(stress),High,Moderate,Physiological stress indicators,Welfare outcome,Health/physical/production,Difficult,High,20,,R,N (research only)
125,Beef,Beef bulls,,,,,,,,,,,,,,,,
126,Beef,Adults - Cubicles,Good Health,Absence of disease,Mixing animals from different groups,Reproductive disorders,Discomfort,High,Moderate,Reproductive disorders,Welfare outcome,Health/physical/production,Easy,Low,3,,F,Y
126,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
126,Beef,Beef calves,,,,,,,,,,,,,,,,
126,Beef,Beef bulls,,,,,,,,,,,,,,,,
127,Beef,Adults - Cubicles,Good Housing,Thermal comfort,Inadequate bedding (cubicle/stall floor),Cold stress,Discomfort,Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,2,,"F, R",Y
127,Beef,Adults - Tie stalls,Good Housing,Thermal comfort,Inadequate bedding (cubicle/stall floor),Cold stress,Discomfort,Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,2,,"F, R",Y
127,Beef,Beef calves,,,,,,,,,,,,,,,,
127,Beef,Beef bulls,Good Housing,Thermal comfort,Inadequate bedding (cubicle/stall floor),Cold stress,Discomfort,Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,2,,"F, R",Y
128,Beef,Adults - Cubicles,Good Housing,Thermal comfort,Inadequate maintenance of housing,Cold stress,Di(stress),Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
128,Beef,Adults - Tie stalls,Good Housing,Thermal comfort,Inadequate maintenance of housing,Cold stress,Di(stress),Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
128,Beef,Beef calves,Good Housing,Thermal comfort,Inadequate maintenance of housing,Cold stress,Di(stress),Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
128,Beef,Beef bulls,Good Housing,Thermal comfort,Inadequate maintenance of housing,Cold stress,Di(stress),Low,Easy,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
129,Beef,Adults - Cubicles,Good Housing,Thermal comfort,Insufficient protection from weather,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,7,,"F, R",Y
129,Beef,Adults - Tie stalls,Good Housing,Thermal comfort,Insufficient protection from weather,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,7,,"F, R",Y
129,Beef,Beef calves,Good Housing,Thermal comfort,Insufficient protection from weather,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,7,,"F, R",Y
129,Beef,Beef bulls,,,,,,,,,,,,,,,,
130,Beef,Adults - Cubicles,Good Housing,Thermal comfort,Lack of facilities for sick animals,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
130,Beef,Adults - Tie stalls,Good Housing,Thermal comfort,Lack of facilities for sick animals,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
130,Beef,Beef calves,Good Housing,Thermal comfort,Lack of facilities for sick animals,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
130,Beef,Beef bulls,Good Housing,Thermal comfort,Lack of facilities for sick animals,Cold stress,Di(stress),Low,Moderate,Shivering,Welfare outcome,Behavioural,Moderate,Low,3,,"F, R",Y
131,Beef,Adults - Cubicles,Good Health,Absence of injuries,Insufficient protection from weather,Soft tissue lesions and integument damage,Pain,High,Moderate,Sunburn injury,Welfare outcome,Health/physical/production,Easy,Low,3,,F,Y
131,Beef,Adults - Tie stalls,Good Health,Absence of injuries,Insufficient protection from weather,Soft tissue lesions and integument damage,Pain,High,Moderate,Sunburn injury,Welfare outcome,Health/physical/production,Easy,Low,3,,F,Y
131,Beef,Beef calves,Good Health,Absence of injuries,Insufficient protection from weather,Soft tissue lesions and integument damage,Pain,High,Moderate,Sunburn injury,Welfare outcome,Health/physical/production,Easy,Low,3,,F,Y
131,Beef,Beef bulls,,,,,,,,,,,,,,,,
132,Beef,Adults - Cubicles,Appropiate behaviour,Expression of other behaviours,Continuous housing for long periods,General disruption of behaviour,Frustration,Low,Difficult,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
132,Beef,Adults - Tie stalls,Appropiate behaviour,Expression of other behaviours,Continuous housing for long periods,General disruption of behaviour,Frustration,Low,Difficult,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
132,Beef,Beef calves,,,,,,,,,,,,,,,,
132,Beef,Beef bulls,,,,,,,,,,,,,,,,
133,Beef,Adults - Cubicles,Appropiate behaviour,Expression of other behaviours,Fewer cubicles than cattle,General disruption of behaviour,Discomfort,Low,Difficult,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
133,Beef,Adults - Tie stalls,,,,,,,,,,,,,,,,
133,Beef,Beef calves,,,,,,,,,,,,,,,,
133,Beef,Beef bulls,Appropiate behaviour,Expression of other behaviours,Fewer cubicles than cattle,General disruption of behaviour,Discomfort,Low,Difficult,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
134,Beef,Adults - Cubicles,Appropiate behaviour,Expression of other behaviours,Inadequate bedding (cubicle/stall floor),General disruption of behaviour,Frustration,Low,Easy,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
134,Beef,Adults - Tie stalls,Appropiate behaviour,Expression of other behaviours,Inadequate bedding (cubicle/stall floor),General disruption of behaviour,Frustration,Low,Easy,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
134,Beef,Beef calves,,,,,,,,,,,,,,,,
134,Beef,Beef bulls,Appropiate behaviour,Expression of other behaviours,Inadequate bedding (cubicle/stall floor),General disruption of behaviour,Frustration,Low,Easy,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
135,Beef,Adults - Cubicles,Appropiate behaviour,Expression of other behaviours,"Insufficient access to water (broken system, poor management)",General disruption of behaviour,Frustration,Low,Easy,Time budgets (disruption of behaviour),Welfare outcome,Behavioural,Moderate,Medium,2,,R,N (research only)
